"","executive_order_number","title","publication_date","signing_date","citation","document_number","executive_order_notes","html_url","president","year"
"277",12958,"Classified National Security Information","04/20/1995","04/17/1995","60 FR 19825"," 95-9941","Revokes: EO 12356, April 6, 1982;
; ;  Amended by: EO 12972, September 18, 1995; EO 13142, November 19, 1999; EO 13292, March 25, 2003;
; ;  Revoked by: EO 13526, December 29, 2009;
; ;  See: Order of October 13, 1995; Order of February 27, 1996; Order of February 26, 1997; Final rule of July 1, 1997 (62 FR 36984); EO 13231, October 16, 2001; Military order of November 13, 2001 (66 FR 57833); Order of December 10, 2001 (66 FR 64347); EO 13284, January 23, 2003; EO 13311, July 29, 2003; Order of September 17, 2003 (68 FR 55257); EO 13329, February 24, 2004; EO 13354, August 27, 2004; EO 13356, August 27, 2004; Order of April 21, 2005; EO 13387, October 14, 2005; EO 13388, October 25, 2005; EO 13462, February 29, 2008; EO 13467, June 30, 2008; EO 13470, July 30, 2008; EO 13516, October 28, 2009","https://www.federalregister.gov/articles/1995/04/20/95-9941/classified-national-security-information","Clinton",1995
"278",12959,"Prohibiting Certain Transactions With Respect to Iran","05/09/1995","05/06/1995","60 FR 24757"," 95-11694","Revokes in part and supplements: EO 12613, October 29, 1987;EO 12957, March 15, 1995;
; ;  Revoked in part by: EO 13059, August 19, 1997;
; ;  See: Notice of March 8, 1996; Notice of March 5, 1997; Notice of March 4, 1998; Notice of March 10, 1999; Notice of March 13, 2000; Notice of March 13, 2001; Notice of March 13, 2002; Notice of March 12, 2003; Notice of March 10, 2004; Notice of March 10, 2005; Notice of March 13, 2006; Notice of March 8, 2007; Notice of March 11, 2008; Notice of March 11, 2009; Notice of March 10, 2010; EO 13628, October 9, 2012","https://www.federalregister.gov/articles/1995/05/09/95-11694/prohibiting-certain-transactions-with-respect-to-iran","Clinton",1995
"279",12960,"Amendments to the Manual for Courts-Martial, United States, 1984","05/17/1995","05/12/1995","60 FR 26647"," 95-12285","","https://www.federalregister.gov/articles/1995/05/17/95-12285/amendments-to-the-manual-for-courts-martial-united-states-1984","Clinton",1995
"280",12961,"Presidential Advisory Committee on Gulf War Veterans' Illnesses","05/31/1995","05/26/1995","60 FR 28507"," 95-13484","","https://www.federalregister.gov/articles/1995/05/31/95-13484/presidential-advisory-committee-on-gulf-war-veterans-illnesses","Clinton",1995
"281",12962,"Recreational Fisheries","06/09/1995","06/07/1995","60 FR 30769"," 95-14407","Amended by: EO 13474, September 26, 2008 ","https://www.federalregister.gov/articles/1995/06/09/95-14407/recreational-fisheries","Clinton",1995
"282",12963,"Presidential Advisory Council on HIV/AIDS","06/16/1995","06/14/1995","60 FR 31905"," 95-14983","Amended by: EO 13009, June 14, 1996","https://www.federalregister.gov/articles/1995/06/16/95-14983/presidential-advisory-council-on-hivaids","Clinton",1995
"283",12964,"Commission on United States-Pacific Trade and Investment Policy","06/26/1995","06/21/1995","60 FR 33095"," 95-15760","Amended by: EO 12987, January 31, 1996; EO 13032, December 26, 1996;
; ;  Revoked by: EO 13062, September 29, 1997","https://www.federalregister.gov/articles/1995/06/26/95-15760/commission-on-united-states-pacific-trade-and-investment-policy","Clinton",1995
"284",12965,"Further Amendment to Executive Order No. 12852","06/30/1995","06/27/1995","60 FR 34087"," 95-16320","Amends: EO 12852, June 29, 1993;
; ;  Note: EO 12965 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1995/06/30/95-16320/further-amendment-to-executive-order-no-12852","Clinton",1995
"285",12966,"Foreign Disaster Assistance","07/18/1995","07/14/1995","60 FR 36949"," 95-17828","","https://www.federalregister.gov/articles/1995/07/18/95-17828/foreign-disaster-assistance","Clinton",1995
"286",12967,"Establishing an Emergency Board To Investigate Disputes Between Metro North Commuter Railroad and Its Employees Represented by Certain Labor Organizations","08/02/1995","07/31/1995","60 FR 39623"," 95-19174","","https://www.federalregister.gov/articles/1995/08/02/95-19174/establishing-an-emergency-board-to-investigate-disputes-between-metro-north-commuter-railroad-and","Clinton",1995
"287",12968,"Access to Classified Information","08/07/1995","08/02/1995","60 FR 40245"," 95-19654","Amended by: EO 13467, June 30, 2008;
; ;  See: Final rule of March 26, 1997 (62 FR 17683); Final rule of July 1, 1997 (62 FR 36984); EO 13284, January 23, 2003; EO 13311, July 29, 2003; EO 13462, February 29, 2008; EO 13516, October 28, 2009; EO 13539, April 21, 2010; EO 13549, August 18, 2010","https://www.federalregister.gov/articles/1995/08/07/95-19654/access-to-classified-information","Clinton",1995
"288",12969,"Federal Acquisition and Community Right-To-Know","08/10/1995","08/08/1995","60 FR 40989"," 95-19972","Revoked by: EO 13148, April 21, 2000;
; ;  See: EO 13101, September 14, 1998","https://www.federalregister.gov/articles/1995/08/10/95-19972/federal-acquisition-and-community-right-to-know","Clinton",1995
"289",12970,"Further Amendment to Executive Order No. 12864","09/18/1995","09/14/1995","60 FR 48359"," 95-23338","Amends: EO 12864, September 15, 1993;
; ;  Revoked by: EO 13062, September 29, 1997","https://www.federalregister.gov/articles/1995/09/18/95-23338/further-amendment-to-executive-order-no-12864","Clinton",1995
"290",12971,"Amendment to Executive Order No. 12425","09/19/1995","09/15/1995","60 FR 48617"," 95-23423","Amends: EO 12425, June 6, 1983","https://www.federalregister.gov/articles/1995/09/19/95-23423/amendment-to-executive-order-no-12425","Clinton",1995
"291",12972,"Amendment to Executive Order No. 12958","09/21/1995","09/18/1995","60 FR 48863"," 95-23581","Amends: EO 12958, April 17, 1995","https://www.federalregister.gov/articles/1995/09/21/95-23581/amendment-to-executive-order-no-12958","Clinton",1995
"292",12973,"Amendment to Executive Order No. 12901","10/02/1995","09/27/1995","60 FR 51665"," 95-24649","Amends: EO 12901, March 3, 1994","https://www.federalregister.gov/articles/1995/10/02/95-24649/amendment-to-executive-order-no-12901","Clinton",1995
"293",12974,"Continuance of Certain Federal Advisory Committees","10/03/1995","09/29/1995","60 FR 51875"," 95-24754","Continues certain committee established by: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, October 24, 1964; EO 11776, March 28, 1974; EO 12131, May 4, 1979; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12871, October 1, 1993; EO 12876, November 1, 1993; EO 12882, November 23, 1993; EO 12900, February 22, 1994; EO 12905, March 25, 1994;
; ;  Revokes in part: EO 12844, April 21, 1993;
; ;  Supersedes: EO 12869, September 30, 1993;
; ;  Revokes: EO 12878, November 5, 1993;
; ;  Superseded by: EO 13062, September 29, 1997;
; ;  See: EO 12887, December 23, 1993; EO 12912, April 29, 1994","https://www.federalregister.gov/articles/1995/10/03/95-24754/continuance-of-certain-federal-advisory-committees","Clinton",1995
"294",12975,"Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission","10/05/1995","10/03/1995","60 FR 52063"," 95-24921","Amended by: EO 13018, September 16, 1996; EO 13046, May 16, 1997; EO 13137, September 15, 1999;
; ;  Revoked by: EO 13316, September 17, 2003","https://www.federalregister.gov/articles/1995/10/05/95-24921/protection-of-human-research-subjects-and-creation-of-national-bioethics-advisory-commission","Clinton",1995
"295",12976,"Compensation Practices of Government Corporations","10/10/1995","10/05/1995","60 FR 52829"," 95-25256","","https://www.federalregister.gov/articles/1995/10/10/95-25256/compensation-practices-of-government-corporations","Clinton",1995
"296",12977,"Interagency Security Committee","10/24/1995","10/19/1995","60 FR 54411"," 95-26497","Amends: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/1995/10/24/95-26497/interagency-security-committee","Clinton",1995
"297",12978,"Blocking Assets and Prohibiting Transactions With Significant Narcotics Traffickers","10/24/1995","10/21/1995","60 FR 54579"," 95-26569","Amended by: EO 13286, February 28, 2003;
; ;  See: Notice of October 16, 1996; Notice of October 17, 1997; Notice of October 19, 1998; Notice of October 19, 1999; Notice of October 19, 2000; Notice of October 16, 2001; Notice of October 16, 2002; Notice of October 16, 2003; Notice of October 19, 2004; Notice of October 19, 2005; Notice of October 19, 2006; Notice of October 18, 2007; Notice of October 16, 2008; Notice of October 16, 2009","https://www.federalregister.gov/articles/1995/10/24/95-26569/blocking-assets-and-prohibiting-transactions-with-significant-narcotics-traffickers","Clinton",1995
"298",12979,"Agency Procurement Protests","10/27/1995","10/25/1995","60 FR 55171"," 95-26944","","https://www.federalregister.gov/articles/1995/10/27/95-26944/agency-procurement-protests","Clinton",1995
"299",12980,"Further Amendment to Executive Order No. 12852, as Amended","11/21/1995","11/17/1995","60 FR 57819"," 95-28630","Amends: EO 12852, June 29, 1993;
; ;  Note: EO 12980 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1995/11/21/95-28630/further-amendment-to-executive-order-no-12852-as-amended","Clinton",1995
"300",12981,"Administration of Export Controls","12/08/1995","12/05/1995","60 FR 62981"," 95-30106","Amended by: EO 13020, October 12, 1996; EO 13026, November 15, 1996;
; ;  See: EO 11533, June 4, 1970; EO 12002, July 7, 1977; EO 12924, August 19, 1994; EO 13206, April 4, 2001","https://www.federalregister.gov/articles/1995/12/08/95-30106/administration-of-export-controls","Clinton",1995
"301",12982,"Ordering the Selected Reserve of the Armed Forces to Active Duty","12/12/1995","12/08/1995","60 FR 63895"," 95-30451","Amends: EO 13286, February 28, 2003;
; ;  See: Department of Defense notice of February 11, 1997 (62 FR 6953)","https://www.federalregister.gov/articles/1995/12/12/95-30451/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty","Clinton",1995
"302",12983,"Amendment to Executive Order No. 12871","12/27/1995","12/21/1995","60 FR 66855"," 95-31437","Amends: EO 12871, October 1, 1993;
; ;  See: EO 13156, May 17, 2000; EO 13203, February 17, 2001","https://www.federalregister.gov/articles/1995/12/27/95-31437/amendment-to-executive-order-no-12871","Clinton",1995
"303",12984,"Adjustments of Certain Rates of Pay and Allowances","01/03/1996","12/28/1995","61 FR 237"," 95-31595","Amended by: EO 12990, February 29, 1996;
; ;  Superseded by: EO 13033, December 27, 1996","https://www.federalregister.gov/articles/1996/01/03/95-31595/adjustments-of-certain-rates-of-pay-and-allowances","Clinton",1995
"304",12985,"Establishing the Armed Forces Service Medal","01/18/1996","01/11/1996","61 FR 1209"," 96-622","Amended by: EO 13286, February 28, 2003;
; ;  See: EO 13154, May 3, 2000","https://www.federalregister.gov/articles/1996/01/18/96-622/establishing-the-armed-forces-service-medal","Clinton",1996
"305",12986,"International Union for Conservation of Nature and Natural Resources","01/22/1996","01/18/1996","61 FR 1693"," 96-955","","https://www.federalregister.gov/articles/1996/01/22/96-955/international-union-for-conservation-of-nature-and-natural-resources","Clinton",1996
"306",12987,"Amendment to Executive Order No. 12964","02/02/1996","01/31/1996","61 FR 4205"," 96-2407","Amends: EO 12964, June 21, 1995;
; ;  See: EO 13032, December 26, 1996;
; ;  Revoked by: EO 13062, September 29, 1997","https://www.federalregister.gov/articles/1996/02/02/96-2407/amendment-to-executive-order-no-12964","Clinton",1996
"307",12988,"Civil Justice Reform","02/09/1996","02/05/1996","61 FR 4729"," 96-2755","Revokes: EO 12778, October 23, 1991;
; ;  Supplemented by: EO 13083, May 14, 1998 (which was suspended by EO 13095, August 5, 1998); EO 13084, May 14, 1998; EO 13132, August 4, 1999;
; ;  See: EO 12866, September 30, 1993; EO 13175, November 6, 2000","https://www.federalregister.gov/articles/1996/02/09/96-2755/civil-justice-reform","Clinton",1996
"308",12989,"Economy and Efficiency in Government Procurement Through Compliance With Certain Immigration and Naturalization Act Provisions","02/15/1996","02/13/1996","61 FR 6091"," 96-3646","Amended by: EO 13286, February 28, 2003; EO 13466, June 26, 2008","https://www.federalregister.gov/articles/1996/02/15/96-3646/economy-and-efficiency-in-government-procurement-through-compliance-with-certain-immigration-and","Clinton",1996
"309",12990,"Adjustments of Rates of Pay and Allowances for the Uniformed Services, Amendment to Executive Order No. 12984","03/05/1996","02/29/1996","61 FR 8467"," 96-5263","Amends: EO 12984, December 28, 1995;
; ;  Superseded by: EO 13033, December 27, 1996","https://www.federalregister.gov/articles/1996/03/05/96-5263/adjustments-of-rates-of-pay-and-allowances-for-the-uniformed-services-amendment-to-executive-order","Clinton",1996
"310",12991,"Adding the Small Business Administration to the President's Export Council","03/08/1996","03/06/1996","61 FR 9587"," 96-5832","Amends: EO 12131, May 4, 1979","https://www.federalregister.gov/articles/1996/03/08/96-5832/adding-the-small-business-administration-to-the-presidents-export-council","Clinton",1996
"311",12992,"President's Council on Counter-Narcotics","03/19/1996","03/15/1996","61 FR 11287"," 96-6803","Amended by: EO 13023, November 6, 1996; EO 13284, January 23, 2003","https://www.federalregister.gov/articles/1996/03/19/96-6803/presidents-council-on-counter-narcotics","Clinton",1996
"312",12993,"Administrative Allegations Against Inspectors General","03/26/1996","03/21/1996","61 FR 13043"," 96-7460","","https://www.federalregister.gov/articles/1996/03/26/96-7460/administrative-allegations-against-inspectors-general","Clinton",1996
"313",12994,"Continuing the President's Committee on Mental Retardation and Broadening Its Membership and Responsibilities","03/26/1996","03/21/1996","61 FR 13047"," 96-7461","Amended by: EO 13062, September 29, 1997; EO 13138, September 30, 1999; EO 13225, September 28, 2001; EO 13309, July 25, 2003; EO 13385, September 29, 2005; EO 13446, September 28, 2007;
; ;  Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009;
; ;  See: EO 13585, September 30, 2011","https://www.federalregister.gov/articles/1996/03/26/96-7461/continuing-the-presidents-committee-on-mental-retardation-and-broadening-its-membership-and","Clinton",1996
